"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","Units",,,0.2684564,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,0.6016043,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","Units",,,0.6028131,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","Units",,,0.334672,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,0.3012048,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,0.1328904,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,0.1664447,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,0.4002669,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,0.9676343,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,0.8294625,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,1.528747,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,1.262458,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,0.5948447,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,0.9871668,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,0.883797,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,0.7874016,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,1.182654,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,0.7494298,,
"DNK","Denmark","CPGREN01","CPI: Energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","Units",,,-6.826696,,
"DNK","Denmark","CPGREN01","CPI: Energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,-6.057399,,
"DNK","Denmark","CPGREN01","CPI: Energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","Units",,,-6.873982,,
"DNK","Denmark","CPGREN01","CPI: Energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","Units",,,-7.460434,,
"DNK","Denmark","CPGREN01","CPI: Energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,-5.078699,,
"DNK","Denmark","CPGREN01","CPI: Energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,-4.877264,,
"DNK","Denmark","CPGREN01","CPI: Energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,-4.43881,,
"DNK","Denmark","CPGREN01","CPI: Energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,0.6489135,,
"DNK","Denmark","CPGREN01","CPI: Energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,3.856245,,
"DNK","Denmark","CPGREN01","CPI: Energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,0.3727772,,
"DNK","Denmark","CPGREN01","CPI: Energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,0.7266106,,
"DNK","Denmark","CPGREN01","CPI: Energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,0.5735691,,
"DNK","Denmark","CPGREN01","CPI: Energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,-0.6678902,,
"DNK","Denmark","CPGREN01","CPI: Energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,4.014433,,
"DNK","Denmark","CPGREN01","CPI: Energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,5.176445,,
"DNK","Denmark","CPGREN01","CPI: Energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,3.430958,,
"DNK","Denmark","CPGREN01","CPI: Energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,2.31348,,
"DNK","Denmark","CPGREN01","CPI: Energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,0.4226618,,
"DNK","Denmark","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","Units",,,0.6747639,,
"DNK","Denmark","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,1.348618,,
"DNK","Denmark","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","Units",,,1.073465,,
"DNK","Denmark","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","Units",,,1.044826,,
"DNK","Denmark","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,-0.03351206,,
"DNK","Denmark","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,-0.0665336,,
"DNK","Denmark","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,-0.00000000000002210866,,
"DNK","Denmark","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,0.5003335,,
"DNK","Denmark","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,2.346631,,
"DNK","Denmark","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,2.063915,,
"DNK","Denmark","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,3.717225,,
"DNK","Denmark","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,3.086625,,
"DNK","Denmark","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,1.146413,,
"DNK","Denmark","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,0.6849315,,
"DNK","Denmark","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,-1.056,,
"DNK","Denmark","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,-0.5795235,,
"DNK","Denmark","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,1.262953,,
"DNK","Denmark","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,1.295756,,
"DNK","Denmark","CPGRLE01","CPI: All items non-food non-energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","Units",,,1.075875,,
"DNK","Denmark","CPGRLE01","CPI: All items non-food non-energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,1.298424,,
"DNK","Denmark","CPGRLE01","CPI: All items non-food non-energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","Units",,,1.453381,,
"DNK","Denmark","CPGRLE01","CPI: All items non-food non-energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","Units",,,1.195499,,
"DNK","Denmark","CPGRLE01","CPI: All items non-food non-energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,0.9683066,,
"DNK","Denmark","CPGRLE01","CPI: All items non-food non-energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,0.7516202,,
"DNK","Denmark","CPGRLE01","CPI: All items non-food non-energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,0.6980912,,
"DNK","Denmark","CPGRLE01","CPI: All items non-food non-energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,0.3191214,,
"DNK","Denmark","CPGRLE01","CPI: All items non-food non-energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,0.4781835,,
"DNK","Denmark","CPGRLE01","CPI: All items non-food non-energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,0.7380714,,
"DNK","Denmark","CPGRLE01","CPI: All items non-food non-energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,1.350895,,
"DNK","Denmark","CPGRLE01","CPI: All items non-food non-energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,1.102515,,
"DNK","Denmark","CPGRLE01","CPI: All items non-food non-energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,0.6075817,,
"DNK","Denmark","CPGRLE01","CPI: All items non-food non-energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,0.6609752,,
"DNK","Denmark","CPGRLE01","CPI: All items non-food non-energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,0.6593147,,
"DNK","Denmark","CPGRLE01","CPI: All items non-food non-energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,0.6710509,,
"DNK","Denmark","CPGRLE01","CPI: All items non-food non-energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,1.055189,,
"DNK","Denmark","CPGRLE01","CPI: All items non-food non-energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,0.6988012,,
"GRC","Greece","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","Units",,,-2.377871,,
"GRC","Greece","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,-2.136545,,
"GRC","Greece","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","Units",,,-1.806183,,
"GRC","Greece","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","Units",,,-0.6104165,,
"GRC","Greece","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,-0.921155,,
"GRC","Greece","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,-0.9464353,,
"GRC","Greece","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,-0.9870058,,
"GRC","Greece","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,-0.44929,,
"GRC","Greece","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,1.403455,,
"GRC","Greece","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,1.283432,,
"GRC","Greece","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,0.9657387,,
"GRC","Greece","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,0.8353018,,
"GRC","Greece","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,-0.1172751,,
"GRC","Greece","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,0.5376069,,
"GRC","Greece","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,0.9713804,,
"GRC","Greece","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,1.10688,,
"GRC","Greece","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,0.6687329,,
"GRC","Greece","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,0.3220204,,
"GRC","Greece","CPGREN01","CPI: Energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","Units",,,-11.68468,,
"GRC","Greece","CPGREN01","CPI: Energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,-9.35926,,
"GRC","Greece","CPGREN01","CPI: Energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","Units",,,-10.91252,,
"GRC","Greece","CPGREN01","CPI: Energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","Units",,,-9.066323,,
"GRC","Greece","CPGREN01","CPI: Energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,-5.244534,,
"GRC","Greece","CPGREN01","CPI: Energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,-3.515282,,
"GRC","Greece","CPGREN01","CPI: Energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,-1.638258,,
"GRC","Greece","CPGREN01","CPI: Energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,8.87362,,
"GRC","Greece","CPGREN01","CPI: Energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,13.41103,,
"GRC","Greece","CPGREN01","CPI: Energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,6.078686,,
"GRC","Greece","CPGREN01","CPI: Energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,4.384326,,
"GRC","Greece","CPGREN01","CPI: Energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,2.092551,,
"GRC","Greece","CPGREN01","CPI: Energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,-0.3648894,,
"GRC","Greece","CPGREN01","CPI: Energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,3.004784,,
"GRC","Greece","CPGREN01","CPI: Energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,5.602636,,
"GRC","Greece","CPGREN01","CPI: Energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,4.691669,,
"GRC","Greece","CPGREN01","CPI: Energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,0.6583753,,
"GRC","Greece","CPGREN01","CPI: Energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,0.3392434,,
"GRC","Greece","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","Units",,,0.3876958,,
"GRC","Greece","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,0.8378928,,
"GRC","Greece","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","Units",,,2.982003,,
"GRC","Greece","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","Units",,,3.033608,,
"GRC","Greece","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,0.5760283,,
"GRC","Greece","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,0.01977702,,
"GRC","Greece","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,-0.01474548,,
"GRC","Greece","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,-1.451196,,
"GRC","Greece","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,1.340733,,
"GRC","Greece","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,0.3104403,,
"GRC","Greece","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,-0.7799713,,
"GRC","Greece","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,0.4043352,,
"GRC","Greece","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,-0.9877217,,
"GRC","Greece","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,0.206179,,
"GRC","Greece","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,1.276557,,
"GRC","Greece","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,1.124922,,
"GRC","Greece","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,1.775573,,
"GRC","Greece","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,0.2209904,,
"GRC","Greece","CPGRLE01","CPI: All items non-food non-energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","Units",,,-1.205713,,
"GRC","Greece","CPGRLE01","CPI: All items non-food non-energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,-1.445103,,
"GRC","Greece","CPGRLE01","CPI: All items non-food non-energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","Units",,,-1.245208,,
"GRC","Greece","CPGRLE01","CPI: All items non-food non-energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","Units",,,-0.1565045,,
"GRC","Greece","CPGRLE01","CPI: All items non-food non-energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,-0.6861446,,
"GRC","Greece","CPGRLE01","CPI: All items non-food non-energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,-0.849102,,
"GRC","Greece","CPGRLE01","CPI: All items non-food non-energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,-1.257646,,
"GRC","Greece","CPGRLE01","CPI: All items non-food non-energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,-1.734204,,
"GRC","Greece","CPGRLE01","CPI: All items non-food non-energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,-0.5995146,,
"GRC","Greece","CPGRLE01","CPI: All items non-food non-energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,0.7450107,,
"GRC","Greece","CPGRLE01","CPI: All items non-food non-energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,0.935012,,
"GRC","Greece","CPGRLE01","CPI: All items non-food non-energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,0.7416373,,
"GRC","Greece","CPGRLE01","CPI: All items non-food non-energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,0.1891139,,
"GRC","Greece","CPGRLE01","CPI: All items non-food non-energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,0.1498878,,
"GRC","Greece","CPGRLE01","CPI: All items non-food non-energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,-0.04333887,,
"GRC","Greece","CPGRLE01","CPI: All items non-food non-energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,0.386074,,
"GRC","Greece","CPGRLE01","CPI: All items non-food non-energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,0.3328192,,
"GRC","Greece","CPGRLE01","CPI: All items non-food non-energy","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,0.3363315,,
"HUN","Hungary","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","Units",,,-1.058853,,
"HUN","Hungary","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,0.245821,,
